postcode,check,difference,action
3779,family_additivity,-2.0,retain counts; ABS perturbation can break additivity
3781,family_additivity,-4.0,retain counts; ABS perturbation can break additivity
3782,family_additivity,5.0,retain counts; ABS perturbation can break additivity
3783,family_additivity,2.0,retain counts; ABS perturbation can break additivity
3785,family_additivity,-6.0,retain counts; ABS perturbation can break additivity
3786,family_additivity,-6.0,retain counts; ABS perturbation can break additivity
3787,family_additivity,1.0,retain counts; ABS perturbation can break additivity
3788,family_additivity,6.0,retain counts; ABS perturbation can break additivity
3789,family_additivity,3.0,retain counts; ABS perturbation can break additivity
3791,family_additivity,-1.0,retain counts; ABS perturbation can break additivity
3792,family_additivity,12.0,retain counts; ABS perturbation can break additivity
3793,family_additivity,-2.0,retain counts; ABS perturbation can break additivity
3796,family_additivity,3.0,retain counts; ABS perturbation can break additivity
3797,family_additivity,4.0,retain counts; ABS perturbation can break additivity
3799,family_additivity,2.0,retain counts; ABS perturbation can break additivity
3802,family_additivity,-4.0,retain counts; ABS perturbation can break additivity
3803,family_additivity,2.0,retain counts; ABS perturbation can break additivity
3804,family_additivity,6.0,retain counts; ABS perturbation can break additivity
3805,family_additivity,-3.0,retain counts; ABS perturbation can break additivity
3806,family_additivity,10.0,retain counts; ABS perturbation can break additivity
3807,family_additivity,4.0,retain counts; ABS perturbation can break additivity
3808,family_additivity,5.0,retain counts; ABS perturbation can break additivity
3809,family_additivity,-1.0,retain counts; ABS perturbation can break additivity
3810,family_additivity,-5.0,retain counts; ABS perturbation can break additivity
3812,family_additivity,-6.0,retain counts; ABS perturbation can break additivity
3815,family_additivity,1.0,retain counts; ABS perturbation can break additivity
3816,family_additivity,-10.0,retain counts; ABS perturbation can break additivity
3818,family_additivity,-4.0,retain counts; ABS perturbation can break additivity
3820,family_additivity,4.0,retain counts; ABS perturbation can break additivity
3821,family_additivity,-4.0,retain counts; ABS perturbation can break additivity
3822,family_additivity,4.0,retain counts; ABS perturbation can break additivity
3823,family_additivity,-3.0,retain counts; ABS perturbation can break additivity
3825,family_additivity,-2.0,retain counts; ABS perturbation can break additivity
3831,family_additivity,-9.0,retain counts; ABS perturbation can break additivity
3832,family_additivity,-4.0,retain counts; ABS perturbation can break additivity
3833,family_additivity,-4.0,retain counts; ABS perturbation can break additivity
3835,family_additivity,2.0,retain counts; ABS perturbation can break additivity
3840,family_additivity,-4.0,retain counts; ABS perturbation can break additivity
3842,family_additivity,-3.0,retain counts; ABS perturbation can break additivity
3844,family_additivity,6.0,retain counts; ABS perturbation can break additivity
3850,family_additivity,3.0,retain counts; ABS perturbation can break additivity
3851,family_additivity,4.0,retain counts; ABS perturbation can break additivity
3852,family_additivity,-4.0,retain counts; ABS perturbation can break additivity
3854,family_additivity,-1.0,retain counts; ABS perturbation can break additivity
3856,family_additivity,1.0,retain counts; ABS perturbation can break additivity
3857,family_additivity,-3.0,retain counts; ABS perturbation can break additivity
3859,family_additivity,-7.0,retain counts; ABS perturbation can break additivity
3860,family_additivity,1.0,retain counts; ABS perturbation can break additivity
3862,family_additivity,-3.0,retain counts; ABS perturbation can break additivity
3864,family_additivity,-6.0,retain counts; ABS perturbation can break additivity
3869,family_additivity,-1.0,retain counts; ABS perturbation can break additivity
3870,family_additivity,4.0,retain counts; ABS perturbation can break additivity
3871,family_additivity,-2.0,retain counts; ABS perturbation can break additivity
3873,family_additivity,5.0,retain counts; ABS perturbation can break additivity
3874,family_additivity,-10.0,retain counts; ABS perturbation can break additivity
3875,family_additivity,3.0,retain counts; ABS perturbation can break additivity
3878,family_additivity,-4.0,retain counts; ABS perturbation can break additivity
3880,family_additivity,-7.0,retain counts; ABS perturbation can break additivity
3882,family_additivity,2.0,retain counts; ABS perturbation can break additivity
3885,family_additivity,3.0,retain counts; ABS perturbation can break additivity
3886,family_additivity,-5.0,retain counts; ABS perturbation can break additivity
3887,family_additivity,8.0,retain counts; ABS perturbation can break additivity
3889,family_additivity,-8.0,retain counts; ABS perturbation can break additivity
3891,family_additivity,-2.0,retain counts; ABS perturbation can break additivity
3892,family_additivity,-4.0,retain counts; ABS perturbation can break additivity
3893,family_additivity,-5.0,retain counts; ABS perturbation can break additivity
3895,family_additivity,-7.0,retain counts; ABS perturbation can break additivity
3896,family_additivity,11.0,retain counts; ABS perturbation can break additivity
3898,family_additivity,-4.0,retain counts; ABS perturbation can break additivity
3900,family_additivity,2.0,retain counts; ABS perturbation can break additivity
3902,family_additivity,-4.0,retain counts; ABS perturbation can break additivity
3903,family_additivity,2.0,retain counts; ABS perturbation can break additivity
3904,family_additivity,9.0,retain counts; ABS perturbation can break additivity
3909,family_additivity,-6.0,retain counts; ABS perturbation can break additivity
3910,family_additivity,-3.0,retain counts; ABS perturbation can break additivity
3911,family_additivity,12.0,retain counts; ABS perturbation can break additivity
3912,family_additivity,-9.0,retain counts; ABS perturbation can break additivity
3913,family_additivity,-6.0,retain counts; ABS perturbation can break additivity
3915,family_additivity,2.0,retain counts; ABS perturbation can break additivity
3918,family_additivity,1.0,retain counts; ABS perturbation can break additivity
3919,family_additivity,4.0,retain counts; ABS perturbation can break additivity
3920,family_additivity,-1.0,retain counts; ABS perturbation can break additivity
3921,family_additivity,-4.0,retain counts; ABS perturbation can break additivity
3922,family_additivity,5.0,retain counts; ABS perturbation can break additivity
3923,family_additivity,-4.0,retain counts; ABS perturbation can break additivity
3925,family_additivity,4.0,retain counts; ABS perturbation can break additivity
3926,family_additivity,-3.0,retain counts; ABS perturbation can break additivity
3927,family_additivity,2.0,retain counts; ABS perturbation can break additivity
3929,family_additivity,2.0,retain counts; ABS perturbation can break additivity
3930,family_additivity,3.0,retain counts; ABS perturbation can break additivity
3931,family_additivity,2.0,retain counts; ABS perturbation can break additivity
3933,family_additivity,-3.0,retain counts; ABS perturbation can break additivity
3934,family_additivity,9.0,retain counts; ABS perturbation can break additivity
3936,family_additivity,-4.0,retain counts; ABS perturbation can break additivity
3937,family_additivity,7.0,retain counts; ABS perturbation can break additivity
3938,family_additivity,2.0,retain counts; ABS perturbation can break additivity
3939,family_additivity,3.0,retain counts; ABS perturbation can break additivity
3940,family_additivity,-1.0,retain counts; ABS perturbation can break additivity
3941,family_additivity,4.0,retain counts; ABS perturbation can break additivity
3942,family_additivity,-6.0,retain counts; ABS perturbation can break additivity
3943,family_additivity,-4.0,retain counts; ABS perturbation can break additivity
3944,family_additivity,-8.0,retain counts; ABS perturbation can break additivity
3946,family_additivity,-3.0,retain counts; ABS perturbation can break additivity
3950,family_additivity,2.0,retain counts; ABS perturbation can break additivity
3953,family_additivity,4.0,retain counts; ABS perturbation can break additivity
3954,family_additivity,2.0,retain counts; ABS perturbation can break additivity
3956,family_additivity,-2.0,retain counts; ABS perturbation can break additivity
3957,family_additivity,-3.0,retain counts; ABS perturbation can break additivity
3958,family_additivity,-5.0,retain counts; ABS perturbation can break additivity
3959,family_additivity,-6.0,retain counts; ABS perturbation can break additivity
3960,family_additivity,3.0,retain counts; ABS perturbation can break additivity
3962,family_additivity,-4.0,retain counts; ABS perturbation can break additivity
3964,family_additivity,-3.0,retain counts; ABS perturbation can break additivity
3966,family_additivity,-1.0,retain counts; ABS perturbation can break additivity
3967,family_additivity,-2.0,retain counts; ABS perturbation can break additivity
3971,family_additivity,-2.0,retain counts; ABS perturbation can break additivity
